idiom,count
charity mugger,14
charley horse,14
charm offensive,14
charm the birds from the trees,14
checks play,14
cheek by jowl,14
chopped liver,14
cheeky monkey,14
chimney's afire,14
chin up,14
chink in the armor,14
chink up,14
chip away at,14
chip in,14
chip on one's shoulder,14
chip shot,14
chip up,14
chirk up,14
chisel up,14
chocolate teapot,14
choke off,14
choke on,14
choke out,14
choke the chicken,14
choke up,14
choose your fighter,14
choose up,14
choose violence,14
chop down,14
chime in,14
chilly climate,14
chill to the bone,14
chew out,14
cheer up,14
cheese it,14
cheese tax,14
cheesed off,14
"Cheque, please",14
cherry-pick,14
chess piece,14
chest one's cards,14
chesterfield rugby,14
chew on,14
children should be seen and not heard,14
chew the cud,14
chew the scenery,14
chew up,14
chicken feed,14
chicken out,14
chicken scratch,14
chicken soup,14
chicks before dicks,14
child's play,14
call someone's number,14
call someone's bluff,14
call someone every name in the book,14
breathe one's last,14
brevity is the soul of wit,14
brew up,14
brick in,14
brick wall,14
bridge over troubled waters,14
bridge the gap,14
bright and early,14
bright lights,14
bright line,14
bright shiny object,14
the bright side,14
bright spot,14
bright young thing,14
bright-eyed and bushy-tailed,14
bright-line rule,14
bring a knife to a gunfight,14
bring a lump to someone's throat,14
bring back to life,14
bring down on,14
bring down the curtain,14
bring down the hammer,14
bred in the bone,14
breathe easy,14
call the roll,14
breathe down someone's neck,14
break someone's heart,14
break the Internet,14
break the Sabbath,14
break the back of,14
break the bank,14
break the buck,14
break the cycle,14
break the deadlock,14
break the fourth wall,14
break the mold,14
break the seal,14
break the story,14
break the wheel,14
break up,14
break wind,14
"breakfast, lunch and dinner",14
breaking point,14
breath and britches,14
breath of fresh air,14
breathe a sigh of relief,14
breathe a word,14
bring down the house,14
bring forward,14
bring it weak,14
bring on,14
broken-hearted,14
broken home,14
broken record,14
broken reed,14
brood over,14
broom closet,14
bros before hoes,14
brown bag,14
brown bread,14
brown noser,14
brown power,14
brown study,14
brown thumb,14
browned off,14
brownie points,14
brush aside,14
brush back,14
brush by,14
brush down,14
brush off,14
brush up (on),14
broken heart,14
broaden someone's horizons,14
broad strokes,14
bring to justice,14
bring one's arse to an anchor,14
bring one's own hide to market,14
bring out in a rash,14
bring owls to Athens,14
bring round,14
bring someone to their knees,14
bring to a boil,14
bring to bear,14
bring to heel,14
bring to light,14
broad shoulders,14
bring to nought,14
bring to the hammer,14
bring to the table,14
bring together,14
bring up short,14
bring up the rear,14
broad and shallow,14
broad brush,14
broad in the beam,14
break someone's face,14
break reality,14
break ranks,14
box out,14
bottom out,14
bottom the house,14
bottomless pit,14
bounce around,14
bounce back,14
bounce (ideas) off (someone),14
bounce off the walls,14
bound for,14
bound to,14
bouquets and brickbats,14
bow and scrape,14
bow down,14
bow out,14
bow-legged with brass,14
bowl a googly,14
life is a bowl of cherries,14
bowl out,14
bowl over,14
bowl up,14
box clever,14
box in,14
bottom of the ninth,14
bottom of the line,14
bottom of the barrel,14
born in a barn,14
boot camp,14
boots on the ground,14
booze can,14
bop the bishop,14
border on,14
bored out of one's mind,14
bored shitless,14
born and bred,14
born at night but not last night,14
born in a mill,14
bottom line,14
borrow trouble,14
borrowed time,14
both barrels,14
bottle away,14
bottle up,14
bottom dollar,14
the bottom falls out,14
bottom feeding,14
bottom fishing,14
box oneself into a corner,14
box seat,14
break out,14
box someone's ears,14
brassed off,14
brave out,14
brazen out,14
bread and butter,14
bread and circuses,14
bread of life,14
break a sweat,14
break away,14
break cover,14
break down,14
break even,14
break gates,14
break ground,14
break in,14
break into,14
break into a run,14
break it to,14
break one's chops,14
break one's duck,14
break a lance,14
break one's neck,14
brass neck,14
cold enough to freeze the balls off a brass monkey,14
brass monkey weather,14
brain bucket,14
box the compass,14
boy in the boat,14
boys and girls,14
boys and their toys,14
boys will be boys,14
brace of shakes,14
bracha levatala,14
bragging rights,14
brain blast,14
brain candy,14
brass farthing,14
brain cramp,14
brain damage,14
brain drain,14
brain surgeon,14
brain surgery,14
brain traffic,14
branch off,14
branch out,14
brass ceiling,14
brushback pitch,14
bubble over,14
buck fever,14
by all accounts,14
buy a ticket to,14
buy and hold,14
"buy cheap, buy twice",14
"buy high, sell higher",14
buy into,14
buy it,14
"buy low, sell high",14
buy out,14
buy straw hats in winter,14
buy the farm,14
"buy the rumor, sell the fact",14
buy the same horse twice,14
buy time,14
buy to let,14
buy up,14
buy yourself a hat,14
buyer beware,14
buzz off,14
by a hair's breadth,14
by a landslide,14
by a long shot,14
buy a dog and bark yourself,14
button one's lip,14
button nose,14
but good,14
bust one's balls,14
bust one's butt,14
bust one's chops,14
bust the dust,14
busted flush,14
busy as a bee,14
busy as a nailer,14
busy work,14
but for the grace of God,14
but me no buts,14
butter wouldn't melt in someone's mouth,14
but then,14
but who's counting,14
butcher's bill,14
butcher's thumb,14
butt heads,14
butt in,14
butt up against,14
butter one's bread on both sides,14
butter up,14
by a long way,14
by an eyelash,14
bust chops,14
by and large,14
by the score,14
by the skin of one's teeth,14
by the way,14
By their fruits you will know them,14
by trade,14
by way of,14
c'est la vie,14
cake crumbs,14
cakewalk,14
cakes and ale,14
call a lid,14
call a spade a spade,14
call an audible,14
call bird,14
call for,14
call it a night,14
call it an early night,14
call it stumps,14
call off the dogs,14
call on,14
call out,14
by the same token,14
by the numbers,14
in the moment,14
by hook or by crook,14
by any means,14
by cock,14
by cock and pie,14
by committee,14
by extension,14
by far,14
by guess or by gosh,14
by halves,14
by hand,14
by mistake,14
by the dozen,14
by name,14
by no means,14
by one's lights,14
by one's own hand,14
by return of post,14
by right,14
by the Grace of Allah,14
by the grace of God,14
by the book,14
bust on,14
bust ass,14
buck for,14
bun fight,14
build on sand,14
build the plane while flying it,14
build up,14
building block,14
building site,14
built different,14
built like a brick shithouse,14
bulk billing,14
bull butter,14
bull session,14
strike a bum note,14
bum rap,14
bum rush,14
bum steer,14
the bum's rush,14
bump and grind,14
bump in the road,14
bump into,14
bump off,14
bump up,14
bumper crop,14
build character,14
build castles in the air,14
build bridges,14
buckle down,14
buck off,14
buck the trend,14
buck up,14
buck up one's ideas,14
bucket brigade,14
bucket down,14
bucket list,14
bucket of bolts,14
bucket of syrup,14
buckle up,14
build a case,14
not budge an inch,14
buff out,14
buff the muffin,14
buff up,14
buffer zone,14
bug storm,14
bugger off,14
buggy whip,14
build a better mousetrap,14
bumper sticker,14
bundle of energy,14
bust a nut,14
bundle of joy,14
"burn, baby, burn",14
burning question,14
burst a blood vessel,14
burst in,14
burst into tears,14
burst out laughing,14
burst someone's bubble,14
bury one's head in the sand,14
bury the hatchet,14
bury the lede,14
bus plunge,14
bush league,14
bush telegraph,14
business as usual,14
business before pleasure,14
business end,14
business girl,14
business is business,14
busman's holiday,14
bust a cap,14
bust a move,14
burn time,14
burn the roof,14
burn the midnight oil,14
burn bread,14
bundle of laughs,14
bundle off,14
bundle up,14
bunny hop,14
bunny hug,14
buoy up,14
buried treasure,14
burn a hole in someone's pocket,14
burn away,14
burn daylight,14
"burn the coal, pay the toll",14
burn in,14
burn one's bridges,14
burn one's fingers,14
burn out,14
burn rate,14
burn rubber,14
burn someone at the stake,14
burn someone's ears,14
burn the candle at both ends,14
cock in the henhouse,14
cock off,14
cock-and-bull story,14
Diamonds are a girl's best friend,14
dick milk,14
dick munch,14
dick-measuring contest,14
dictated but not read,14
Did my back hurt your knife?,14
did not bat,14
die a thousand deaths,14
die down,14
die hard,14
die in harness,14
die liao,14
die on one's arse,14
die on the vine,14
die out,14
die the way one lived,14
different breed of cat,14
to a different drummer,14
different strokes for different folks,14
dig a hole for oneself,14
dig deep,14
dig in,14
diamonds are forever,14
diamond in the rough,14
danger signal,14
dial up,14
demon core,14
demure as a whore at a christening,14
denial is not a river in Egypt,14
desert island,14
desk jockey,14
desperate times call for desperate measures,14
detective work,14
deuces wild,14
the devil dancing,14
devil in disguise,14
devil in one's eyes,14
devil take the hindmost,14
devil's advocate,14
the devil is beating his wife,14
devil's luck,14
dey play,14
dial back,14
dial down,14
dial in,14
dial out,14
dial towards,14
dig in one's heels,14
dig one's heels in,14
dig one's own grave,14
dig oneself into a hole,14
dish out,14
dish the dirt,14
dish up,14
dishpan hands,14
dismal science,14
ditch weed,14
"ditto, brother smut",14
dive in,14
diversity is perversity,14
divide and conquer,14
divine intervention,14
do I know you,14
do a bunk,14
do a lot of work,14
do a number on,14
do a slow burn,14
do away with,14
do by halves,14
do cartwheels,14
do drugs,14
do ill,14
Discretion is the better part of valour,14
disaster area,14
dirty work,14
dine on ashes,14
dig out,14
dig out of a hole,14
dig up,14
dig up dirt,14
dig yourself,14
digital courage,14
dim and distant,14
dime's worth,14
diminishing returns,14
dinner bell,14
dirty word,14
dip into,14
dip one's toe in,14
diplomatic flu,14
director of first impressions,14
dirt file,14
dirty laundry,14
dirty look,14
dirty money,14
dirty pool,14
deliver up to,14
deliver the goods,14
delight in,14
dead men's shoes,14
daylight robbery,14
days of yore,14
de die ad diem,14
de minimis non curat lex,14
dead air,14
dead and buried,14
dead asleep,14
dead bedroom,14
dead cat,14
dead cat bounce,14
dead center,14
dead duck,14
dead end,14
dead giveaway,14
dead heat,14
dead in the water,14
dead inside,14
dead last,14
dead letter office,14
dead level,14
dead loss,14
day out,14
day or night,14
day of days,14
dash someone's hopes,14
dark cloud,14
dark horse,14
dark side of the Force,14
darken a church door,14
darken someone's door,14
darn tootin',14
dart about,14
darwaza band,14
dash off,14
date with destiny,14
early bird,14
daughter of Eve,14
dawn of a new day,14
dawn of time,14
dawn on,14
day after day,14
a day at the beach,14
day in court,14
day in the sun,14
"day in, day out",14
dead meat,14
dead metaphor,14
delay no more,14
dead of night,14
Death is the great leveller,14
death list,14
death on,14
death sentence,14
death spiral,14
death throes,14
death warrant,14
deathbed conversion,14
debris field,14
dozen,14
declare war,14
deep cut,14
deep dive,14
deep down,14
the deep end,14
deep pockets,14
deep six,14
deep thinker,14
in deep water,14
deer in the headlights,14
degrade gracefully,14
death by a thousand paper cuts,14
death by a thousand cuts,14
death by PowerPoint,14
dead weight,14
dead of winter,14
dead on,14
dead ringer,14
dead set,14
dead silence,14
dead soldier,14
dead to rights,14
dead to the world,14
dead-tree edition,14
dead wood,14
death and taxes,14
deadbeat dad,14
deadstick landing,14
deafening silence,14
deal a bad hand,14
deal a good hand,14
deal a hand,14
dear Sir,14
Dear Sir or Madam,14
dear diary,14
do it to it,14
do it tough,14
do justice,14
double bookkeeping,14
don't take any wooden nickels,14
don't tell me,14
don't touch that dial,14
Don't tread on me,14
Don't try this at home,14
don't worry,14
don't worry your pretty little head,14
don't you know,14
¿Dónde está la biblioteca?,14
done and dusted,14
done deal,14
donkey punch,14
donkey work,14
donkey's ears,14
donkey's years,14
doomsday event,14
dope sheet,14
dot or feather,14
dot the i's and cross the t's,14
"dots, not feathers",14
double back,14
don't sweat the small stuff,14
don't sweat it,14
don't spend it all in one place,14
don't knock yourself out,14
"don't get mad, get even",14
don't get me wrong,14
don't get someone started,14
don't give me that,14
don't give up your day job,14
"Don't hate the player, hate the game",14
don't hold your breath,14
Don't keep a dog and bark yourself,14
Don't knock it till you've tried it,14
don't let the bedbugs bite,14
don't spare the horses,14
don't look at me,14
don't look now,14
don't make me laugh,14
don't mention it,14
don't mind if I do,14
don't pass Go,14
don't quote me,14
don't shit where you eat,14
don't shoot the messenger,14
double booked,14
double down,14
don't fight the tape,14
double in brass,14
down the track,14
down to a fine art,14
down to the short strokes,14
down to the wire,14
down tools,14
down under,14
down with the kids,14
downward spiral,14
drag ass,14
drag on,14
drag one's balls across,14
drag one's feet,14
drag the chain,14
drag through the mud,14
drag up,14
dragged through the garden,14
drain the python,14
drain the snake,14
drain the swamp,14
drama king,14
drama queen,14
down the toilet,14
"down the road, not across the street",14
down the road,14
down but not out,14
double over,14
double take,14
double tap,14
double-edged sword,14
doubting Thomas,14
dowdy up,14
down and out,14
down at heel,14
down below,14
down cellar,14
down the line,14
have/get it down cold,14
down for the count,14
down home,14
down in the dumps,14
down in the mouth,14
down on one's knees,14
down on one's luck,14
down on one's uppers,14
down the drain,14
don't get above your raising,14
don't feed the troll,14
do me a favour,14
do you know what I'm saying,14
do the needful,14
do the right thing,14
do the talking,14
do the trick,14
do the work,14
do up,14
do want,14
do well by doing good,14
do well for oneself,14
do with mirrors,14
do you accept American dollars,14
do you accept credit cards,14
do you believe in God,14
do you come here often?,14
do you have Wi-Fi,14
do you have a boyfriend,14
do you have a girlfriend,14
do you have a menu in English,14
do you have any brothers or sisters,14
do you have any pets,14
do you have children,14
do the math,14
do the honors,14
do the dirty on,14
do one's own thing,14
do me a lemon,14
do not disturb,14
do not enter,14
do not want,14
do numbers,14
do one's business,14
do one's damnedest,14
do one's darnedest,14
do one's homework,14
do one's own time,14
do the decent thing,14
do one's utmost,14
do or die,14
do right by,14
do somebody wrong,14
do someone like that,14
do someone one better,14
do someone's head in,14
do tell,14
do the dash,14
do you know the Bishop of Norwich,14
Do you know who I am?,14
don't even think about it,14
do you love me,14
"dogs have masters, cats have staff",14
dole out,14
doll's house,14
"Dollar, dollar bill, y'all",14
dollar-sign eyes,14
dollars to donuts,14
don't @ me,14
don't ask,14
don't ask me,14
"don't ask, don't tell",14
wrap your tool,14
don't be a stranger,14
don't be that guy,14
don't bite the newbie,14
don't buy green bananas,14
"don't call us, we'll call you",14
don't count your chickens before they're hatched,14
"Don't cry for me, Argentina",14
"Don't diet, try it",14
Don't do anything I wouldn't do,14
don't drop the soap,14
"dogs bark, cats meow",14
my dogs are barking,14
dog's life,14
does anyone here speak English,14
Do you mind?,14
do you need an invitation?,14
do you need help,14
do you need to use the bathroom,14
do you speak English,14
Doctors make the worst patients,14
dodge a bullet,14
Does Macy's tell Gimbel's?,14
Does a bear shit in the woods?,14
does not compute,14
dog's chance,14
does someone look like (someone),14
Does the Pope shit in the woods?,14
Does the Pope wear a funny hat?,14
does this train stop at,14
dog around,14
dog in the hunt,14
dog whistle,14
dog who caught the tire,14
dog's breakfast,14
danger zone,14
"danger past, God forgotten",14
code red,14
comedy equals tragedy plus time,14
comedy of errors,14
comfort girl,14
comfort woman,14
comfort zone,14
comfortable as an old shoe,14
comfortable in one's own skin,14
comfortably off,14
coming and going,14
coming into the world,14
coming of age,14
command performance,14
comme moi,14
common currency,14
common denominator,14
common ground,14
common or garden variety,14
common purse,14
the common run,14
common sense is neither common nor sensical,14
common touch,14
compare notes,14
comedy gold,14
come with the territory,14
danger is (one's) middle name,14
come what may,14
come to papa,14
come to pass,14
come to power,14
come to someone's aid,14
come to someone's rescue,14
come to terms,14
come to terms with,14
come to the scratch,14
come to think of it,14
come to time,14
come together,14
come undone,14
come unhinged,14
come unstuck,14
come up,14
come up roses,14
come up with,14
come up with snake eyes,14
come up with the goods,14
come upon the parish,14
come upon the town,14
Comparison is the thief of joy,14
complete and utter,14
completely and utterly,14
compliments of the house,14
cooler heads will prevail,14
in a coon's age,14
cop on,14
cop one's whack,14
cop oneself on,14
cop out,14
capping stone,14
coral fungus,14
cork up,14
corked up,14
corner the market,14
corporate ladder,14
corporate welfare bum,14
corporation pop,14
corpus vile,14
correct me if I'm wrong,14
cost the earth,14
cotton to,14
cough out,14
cough up,14
"could I see the menu, please",14
"cool, calm and collected",14
cool one's jets,14
cool one's heels,14
conscience money,14
computer says no,14
concentration camp,14
concrete jungle,14
confront one's demons,14
conga line,14
connect the dots,14
connect up,14
connecting rod,14
connective tissue,14
consenting adult,14
cooking with gas,14
consider it done,14
conspicuous by one's absence,14
contain multitudes,14
continued page 94,14
contrary to popular belief,14
cook someone's goose,14
cook the books,14
cook up,14
cook up a storm,14
come to oneself,14
come to one's senses,14
come to nought,14
come for,14
color blind,14
color blindness,14
color me (adjective),14
colt's tooth,14
comb out,14
comb through,14
come a cropper,14
come a long way,14
come across,14
come alive,14
come along,14
come and go,14
come around,14
come back from the dead,14
come calling,14
come clean,14
come down,14
come down in stair rods,14
come down to,14
come down to earth,14
come down to us,14
collect one's thoughts,14
collect dust,14
cold turkey,14
cold day in hell,14
coffee money,14
coffee talk,14
coil up,14
coin of the realm,14
coin toss,14
coke dick,14
cold cash,14
cold chills,14
cold comfort,14
cold hand,14
cold treatment,14
"cold hands, warm heart",14
cold hard cash,14
cold in one's grave,14
cold one,14
cold shoulder,14
cold shower,14
cold snap,14
cold spell,14
cold storage,14
come first,14
come forward,14
come to nothing,14
come from a Cracker Jack box,14
come out swinging,14
come right,14
come stà,14
come the old soldier,14
come thick and fast,14
come through,14
come to,14
come to Jesus,14
come to a boil,14
come to a close,14
come to a head,14
come to a sticky end,14
come to an end,14
come to blows,14
come to find out,14
come to grief,14
come to grips with,14
come to life,14
come to light,14
come to mention it,14
come to mind,14
come out of the woodwork,14
come out of the closet,14
come out of the broom closet,14
come into one's own,14
come from a good place,14
come full circle,14
come hell or high water,14
come here to me,14
come home by weeping-cross,14
come home to roost,14
come in handy,14
come in hot,14
come into being,14
come into the world,14
come out of one's shell,14
come knocking,14
come of age,14
come on,14
come on over,14
come on strong,14
"come on vacation, leave on probation",14
come online,14
come out,14
come out in the wash,14
could do,14
could go on all day,14
"could have, would have, should have",14
cut bait,14
curb stomp,14
cure cancer,14
cure for cancer,14
curiosity killed the cat,14
curiouser and curiouser,14
curiously recurring template pattern,14
curl someone's hair,14
curls for the girls,14
curry favor,14
curtain off,14
cushion for the pushin',14
cut a dash,14
cut a deal,14
cut a figure,14
cut a rug,14
cut a wide swath,14
cut about,14
a cut above,14
cut across,14
cut and dried,14
cut and thrust,14
curb market,14
curb crawler,14
curb appeal,14
a crying shame,14
cry foul,14
cry harder,14
cry in one's beer,14
cry one's eyes out,14
cry oneself to sleep,14
cry over spilt milk,14
cry me a river,14
cry the blues,14
cry wolf,14
crystal clear,14
curate's egg,14
crystal dick,14
crème de la crème,14
cuckold's chair,14
cudgel one's brain,14
cue up,14
cum grano salis,14
not (my) cup of tea,14
cup of joe,14
not my cup of tea,14
cut away one's soul,14
a cut below,14
cry down,14
cut both ways,14
cut to pieces,14
cut to the chase,14
cut to the quick,14
cut up,14
cut up nasty,14
cut up rough,14
cut with a knife and fork,14
cutting edge,14
D.C. al Coda,14
daily grind,14
damn right,14
damn the torpedoes,14
damn with faint praise,14
damp squib,14
dance attendance,14
dance card,14
dance of the seven veils,14
dance on nothing,14
dance on someone's grave,14
dance with the devil,14
dance with the one that brought you,14
cut through,14
cut the umbilical cord,14
cut the pigeon wing,14
cut one's cloth according to one's purse,14
cut corners,14
cut down on,14
cut down the tall poppy,14
cut down to size,14
cut from the same cloth,14
cut it,14
cut loose,14
cut of one's jib,14
cut one loose,14
cut one's coat according to one's cloth,14
cut the mustard,14
cut one's teeth,14
cut out for,14
cut red tape,14
cut slingload,14
cut someone loose,14
cut someone some slack,14
cut someone's throat,14
cut the cheese,14
cut the cord,14
cry for help,14
cry cupboard,14
could not get elected dogcatcher,14
crash course,14
cover up,14
cow juice,14
cowboy killer,14
cowboy shower,14
cowboy up,14
cowgirl position,14
crack a fat,14
crack a smile,14
crack down,14
crack kills,14
crack of dawn,14
crack the whip,14
crack through,14
crack up,14
cramp someone's style,14
cranberry word,14
crank one's hog,14
crank out,14
crank the handle,14
crank up,14
crap one's pants,14
cover someone's ass,14
cover one's tracks,14
cover one's bases,14
count noses,14
couldn't be more different,14
couldn't care less,14
couldn't carry a note in a bucket,14
couldn't happen to a nicer person,14
couldn't organise a piss-up in a brewery,14
couldn't piss a hole in the snow,14
couldn't stop a pig in a passage,14
count 'em,14
count angels on pinheads,14
count on the fingers of one hand,14
cover one's back,14
count one's blessings,14
count one's days,14
count sheep,14
count to ten,14
by a country mile,14
the courage of one's convictions,14
course correction,14
court of public opinion,14
covenant of salt,14
crap up,14
crash dive,14
cry and seethe,14
crawl before you walk,14
cross my heart,14
cross my heart and hope to die,14
cross of gold,14
cross off,14
cross out,14
cross paths,14
cross someone's palm with silver,14
cross someone's path,14
cross swords,14
cross the Rubicon,14
cross the aisle,14
cross the line,14
crowd in on,14
crowd out,14
crowd sail,14
cruel mistress,14
cruise control,14
crumple up,14
crunch the numbers,14
crush it,14
cry all the way to the bank,14
crop up,14
crooked as a barrel of fish hooks,14
crony capitalism,14
creature feature,14
crawl into a hole,14
crawl over each other,14
crawl with,14
crazy enough to work,14
crazy quilt,14
cream in one's coffee,14
cream in one's jeans,14
cream off,14
creature comforts,14
creature of habit,14
crocodile tears,14
creature of statute,14
creature of the night,14
credit where credit's due,14
creep up,14
crescent spanner,14
crib midget,14
crime doesn't pay,14
criss-cross applesauce,14
critical mass,14
boon or bane,14
boon and bane,14
boom goes the dynamite,14
a year and a day,14
abound in one's own sense,14
about time,14
about to,14
above and beyond,14
above board,14
above ground,14
above one's bend,14
above par,14
above the curve,14
play above the rim,14
above the salt,14
above water,14
absence makes the heart grow fonder,14
absente reo,14
absit invidia,14
absolute cinema,14
absque hoc,14
absque impetitione vasti,14
abuse of distress,14
ac etiam,14
accident waiting to happen,14
"Abandon hope, all ye who enter here",14
a world of,14
O me of little faith,14
a woman's work is never done,14
a new broom sweeps clean,14
a notch above,14
a number of,14
a penny saved is a penny earned,14
a picture is worth a thousand words,14
a plague o' both your houses,14
a pound to a penny,14
a problem shared is a problem halved,14
a promise is a promise,14
a promise made is a promise kept,14
a revolution is not a dinner party,14
a rising tide lifts all boats,14
a rolling stone gathers no moss,14
a short drop and a sudden stop,14
a sorrow shared is a sorrow halved,14
a stitch in time saves nine,14
A straw shows which way the wind blows,14
a thing or two,14
A trouble shared is a trouble halved,14
a watched pot never boils,14
a week from next Tuesday,14
accidents will happen,14
according to Cocker,14
according to Hoyle,14
ace up one's sleeve,14
afraid of one's own shadow,14
after Saturday comes Sunday,14
after a while,14
"See you later, alligator / After a while, crocodile",14
after all,14
"after me, the deluge",14
after one's own heart,14
after the Lord Mayor's show,14
after the jump,14
after us the deluge,14
"after you, Alphonse",14
afternoon delight,14
against all odds,14
against the clock,14
against the collar,14
against the grain,14
against the law,14
against the run of play,14
against the world,14
age before beauty,14
age is just a number,14
adversarial collaboration,14
advance the ball,14
adrenaline rush,14
act up,14
acid test,14
acknowledge the corn,14
acquired taste,14
across the board,14
across the way,14
act of Congress,14
act of faith,14
act one's age,14
act the hypocrite,14
action stations,14
adorn oneself with borrowed plumes,14
actions have consequences,14
actions speak louder than words,14
active ingredient,14
advantage in serving,14
ad vitam aut culpam,14
add fuel to the fire,14
add insult to injury,14
add up,14
added value,14
a mite,14
a man's home is his castle,14
a magician never reveals his secrets,14
The Three Stooges,14
Russian doll,14
Russian steamroller,14
SAT word,14
Santa's workshop,14
Satyameva Jayate,14
Scotch mist,14
Scrooge McDuck,14
Semper Gumby,14
Shabbat shalom,14
Siamese twins,14
Sisyphean labour,14
Spock ears,14
St. Luke's summer,14
Sturm und Drang,14
Sunday best,14
Sunday driver,14
Sunday-go-to-meeting clothes,14
Swiss Army knife,14
Swiss bank account,14
Swiss cheese,14
The Hague,14
Rorschach test,14
"Roma locuta est, causa finita est",14
Roaring Meg,14
Protestant work ethic,14
"OK, yeah",14
Orange man bad,14
Pandora's box,14
Paschal Lamb,14
Pepperidge Farm remembers,14
Pierian spring,14
Polly want a cracker,14
Potemkin village,14
Promised Land,14
quaker gun,14
Richard of York gave battle in vain,14
Queen Anne's dead,14
Queen of Sheba,14
RNG gods,14
Ram Ram,14
Ramadan Mubarak,14
Ratatouille moment,14
Red Baron,14
Renaissance man,14
Renaissance woman,14
The Three Musketeers,14
Tinker to Evers to Chance,14
a little knowledge is a dangerous thing,14
Tower of Babel,14
a contented mind is a perpetual feast,14
a danger foreseen is half avoided,14
a day late and a dollar short,14
a deal is a deal,14
a dime a dozen,14
A dumb priest never got a parish,14
a fair booty makes many a thief,14
A fault confessed is half redressed,14
a golden key can open any door,14
a good beginning makes a good ending,14
a good conscience is a soft pillow,14
a good deed is its own reward,14
a healthy body is a healthy mind,14
a hit dog will holler,14
a house divided against itself cannot stand,14
a house is not a home,14
give 110 percent,14
a hungry man is an angry man,14
a leopard cannot change its spots,14
a lie has no legs,14
a little bird told me,14
a cold day in July,14
a closed mouth gathers no feet,14
A closed mouth catches no flies,14
Yankee dime,14
Tyrannosaurus regina,14
uno reverse card,14
VR legs,14
W-shaped recession,14
Welsh comb,14
Whitman's sampler,14
the X factor,14
X marks the spot,14
X's and O's,14
a Roland for an Oliver,14
a cigar is just a cigar,14
a bad penny always turns up,14
a bad workman always blames his tools,14
a boon and a bane,14
a bridge too far,14
a buck's a buck,14
a burnt child dreads the fire,14
a calorie is a calorie,14
a cat in gloves catches no mice,14
a cat may look at a king,14
agree to disagree,14
aha moment,14
ahead of one's time,14
and nothing of value was lost,14
an old dog for a hard road,14
anaconda mortgage,14
anchor point,14
ancient history,14
and I claim my five pounds,14
and I don't mean maybe,14
and I oop,14
and a half,14
and a partridge in a pear tree,14
and all,14
and all that,14
and all this,14
and another thing,14
and be done with it,14
and change,14
and company,14
and counting,14
and don't you forget it,14
and finally,14
and his mother,14
and how,14
an army marches on its stomach,14
an arm and a leg,14
an angel passes,14
alright me babber,14
alles andere ist Menschenwerk,14
the almighty dollar,14
almost doesn't count,14
alone in a crowd,14
along about,14
along the lines of,14
alpha dog,14
"alpha fucks, beta bucks",14
alphabet soup,14
alright me lover,14
ambulance at the bottom of a cliff,14
aluminum shower,14
"always a bridesmaid, never a bride",14
"always was, always will be",14
am I right,14
am I under arrest,14
amateur hour,14
amber gambler,14
amber light,14
amber nectar,14
and no mistake,14
and shit,14
All's well that ends well,14
and so forth,14
any nook or cranny,14
any number of,14
any old kind of way,14
any old thing,14
any other business,14
any port in a storm,14
any press is good press,14
the wiser,14
any time now,14
any time soon,14
any way you slice it,14
anybody who is anybody,14
anyone's guess,14
anything goes,14
appeal from Philip drunk to Philip sober,14
appearances can be deceptive,14
appetite comes with eating,14
apple of someone's eye,14
apple pie,14
apple polisher,14
apples and oranges,14
Any more for any more,14
any hole's a goal,14
any given Sunday,14
another county heard from,14
and so say all of us,14
and such,14
and that,14
and that's flat,14
and the church says amen,14
and the horse you rode in on,14
and then some,14
and whatnot,14
angel's ladder,14
another day in paradise,14
any fool knows,14
"another day, another dollar",14
another nail in someone's coffin,14
another string to one's bow,14
answer on a postcard,14
answer someone's prayers,14
answer the call of nature,14
answer to someone's prayers,14
ants in one's pants,14
any day now,14
all-weather friend,14
all's fair in love and war,14
ahead of the curve,14
all one's born days,14
all ears,14
be/beaten all ends up,14
all eyes,14
all eyes and ears,14
all eyes are on,14
all fingers and thumbs,14
all fur coat and no knickers,14
all good,14
all good things come to an end,14
all hands to the pump,14
all heart,14
beat all hollow,14
all in a day's work,14
all in the family,14
all is not lost,14
not all it's cracked up to be,14
all kidding aside,14
all lives matter,14
all manner of,14
all mouth and trousers,14
all of a doodah,14
all duck or no dinner,14
all dressed up and nowhere to go,14
all day long,14
air sandwich,14
ahead of the game,14
ahead of the pack,14
aim at,14
aim high,14
ain't that the truth,14
ain't what it used to be,14
air one's dirty laundry in public,14
air out,14
air rage,14
alarm bell,14
All Cows Eat Grass,14
alarums and excursions,14
an albatross around one's neck,14
alive and kicking,14
all aboard,14
all along,14
all at once,14
all bark and no bite,14
all bets are off,14
all cats are beautiful,14
all of a heap,14
all one's life is worth,14
all your base are belong to us,14
all one's taste is in one's mouth,14
all that,14
all that glitters is not gold,14
all the gear and no idea,14
all the marbles,14
all the rage,14
all the same,14
all the tea in China,14
all the way to Egery and back,14
all the while,14
all the world's a stage,14
all there,14
all things (followed by noun),14
all things considered,14
all things to all people,14
all thumbs,14
all to smash,14
all to the better,14
all told,14
all very well,14
all wet,14
all wool and a yard wide,14
all talk and no cider,14
all systems go,14
all style and no substance,14
all over the place,14
all out,14
all over,14
it's all over but the shouting,14
all over but the shouting,14
all over hell's half acre,14
all over oneself,14
all over someone like a rash,14
all over the board,14
