idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language,idiom_domain,idiom_register,slang_strength,regionality,generation_notes
syn_96ed2c1bf6d71686,carry moonlight,carry moonlight,,to secretly hold onto hope or a secret plan,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"Conveys holding something intangible and elusive, figuratively optimistic or secretive."
syn_95a81d51aee6526c,skip the red ink,skip the red ink,,to avoid losses or trouble,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"Uses 'red ink' as metaphor for loss or debt, common in accounting language but applied colloquially."
syn_ada46e9d67c4dfe0,whistle at the fog,whistle at the fog,,to attempt the impossible or communicate ineffectively,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Figurative use of addressing something vague or unclear (fog) futilely.
syn_b3a9e9d7820bff41,jump the soundtrack,jump the soundtrack,,to interrupt or disrupt the flow of events or conversation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,"Drawing analogy to skipping a part in music, interrupts narrative or flow."
syn_6a74332fe396b15c,spool the breeze,spool the breeze,,to talk casually or spin stories,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,"Metaphorical phrase likening conversation to unwinding thread, i.e. storytelling or chatting."
syn_59700bd903cda88f,catch the tailwind,catch the tailwind,,to gain an advantage or favorable momentum,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Borrowed imagery from sailing/piloting; used figuratively for seizing good timing.
syn_545f0b8f9a0caa49,rope in the stardust,rope in the stardust,,to grasp an unrealistic or fanciful idea,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Combines 'rope in' meaning to catch and 'stardust' symbolizing dreamy aspirations.
syn_dabc460d8ef434d8,twist the lantern,twist the lantern,,to confuse or mislead someone intentionally,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Uses lantern as a source of light or truth; twisting it causes confusion or deception.
syn_6afa80b388ae503d,slip the ground,slip the ground,,to escape notice or avoid responsibility,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Figurative phrase suggesting something or someone slipping away unnoticed.
syn_e0d35d05af34d116,plug the morning,plug the morning,,to fill early time with busywork or small talk,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"Blend metaphor of 'plugging' meaning fill and morning as start of day, referencing trivial tasks."
syn_f098c7a5dee5b7ae,rust the sharp edge,rust the sharp edge,,to let one's skills or sharpness decline,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Rust diminishing a tool’s edge serves as metaphor for declining ability or alertness.
syn_ccdb097aaebf9053,mind the loose threads,mind the loose threads,,to pay attention to unresolved issues,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Loose threads signify incomplete matters that require care or attention.
syn_e54b1762fceccfc3,drop a pebble in soup,drop a pebble in soup,,to create a minor disturbance in a calm situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Unexpected combination implying a small but noticeable disruption causing mild discomfort.
syn_ed01e151f7d85731,dance on the windowsill,dance on the windowsill,,to take a risky or precarious position,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Metaphorical image of dancing on a fragile edge suggests danger or risky behavior.
syn_7cd6fe303d6b9322,carry a velvet hammer,carry a velvet hammer,,to act with gentle but firm authority,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"Velvet softens hammer imagery, meaning strong action delivered softly or tactfully."
syn_0c80c666b60f80d5,vine the clock,vine the clock,,to waste time or delay action,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,"Invented metaphor combining 'vine' as growth/spread with clock, implying creeping delays."
syn_94555694fd26ee89,wash the shadows,wash the shadows,,to clear up misunderstandings or reveal hidden truths,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Shadow washing evokes enlightening or exposing what was once unclear or obscured.
syn_dd93612ecbc6755b,kick the paper dragon,kick the paper dragon,,to challenge a bureaucratic or pointless obstacle,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,"Dragon symbolizes something intimidating, 'paper' specifies it as bureaucratic/petty challenge."
syn_9bca36163a7eb64d,bottle the sunrise,bottle the sunrise,,to try to capture or preserve a fleeting moment or feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"Sunrise is ephemeral, bottling it depicts futility but also desire to keep a moment alive."
syn_019a931dd43c55c9,scratch the cloud,scratch the cloud,,to attempt something impractical or intangible,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Clouds can’t be scratched literally; metaphor for futile or abstract efforts.
syn_7ff56e2ec3231143,thread the moonlight,thread the moonlight,,to navigate a difficult path carefully,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Elicits image of delicately moving through dim or unclear conditions.
syn_48180fe40bc41809,slip the chokehold,slip the chokehold,,to break free from a controlling or stressful situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Chokehold as metaphor for pressure; slipping out means regaining freedom or relief.
syn_9eec956135c238ab,flare the tether,flare the tether,,to momentarily exert freedom while still constrained,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Tether suggests limitation; flaring it shows brief stretch or rebellion.
syn_288b5f4a11f2ed47,boil the weekend,boil the weekend,,to spend the weekend energetically or intensively,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Boiling suggests high energy or activity applied to free time described by 'weekend'.
syn_ea5d699d7ca6e6bd,jam the porch swing,jam the porch swing,,to disrupt a relaxed atmosphere,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Porch swing symbolizes ease; jamming it interrupts calm or leisure.
syn_9d9b12fbde2b7f25,ghost the soundtrack,ghost the soundtrack,,to avoid attention or interaction quietly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,"'Ghost' means to disappear; soundtrack means background awareness, phrase suggesting subtle withdrawal."
syn_8264b9b19f2895d1,tune the spilled coffee,tune the spilled coffee,,to fix a small mess or error efficiently,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Coffee spilling invokes minor accident; tuning it humorously means correcting it.
syn_2096e8835084bbd0,squeeze the daylight,squeeze the daylight,,to make the most of available time,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,"Daylight as time, squeezing it means efficient or urgent use of time."
syn_4a84f44f3c2be97d,unwrap the static,unwrap the static,,to clarify confusing or noisy communication,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Static is noise or interference; unwrapping means resolving or interpreting it clearly.
syn_4c884dfd4a3bb14d,tiptoe the wildfire,tiptoe the wildfire,,to handle a volatile or dangerous situation very carefully,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Wildfire is uncontrollable; tiptoeing suggests careful cautious approach to risky matters.
syn_d6370a7d2d429fd8,pinch the gust,pinch the gust,,to control or harness an unpredictable force or opportunity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Gust is sudden wind; pinching it figuratively tries to capture or direct unpredictability.
syn_154430f2ac624d6a,blend the twilight,blend the twilight,,to mix uncertain or ambiguous elements,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Twilight is period of uncertainty between day and night; blending it implies mixing ambiguity.
syn_baf67d19efcfdc79,ride the paper tiger,ride the paper tiger,,to engage with something that appears threatening but is ineffective,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Paper tiger is known idiom; adding ride gives fresh metaphor of taking control over a false threat.
syn_28568a55766040a6,snap the shadow,snap the shadow,,to decisively end uncertainty or indecision,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Snapping a shadow metaphorically means breaking through ambiguity.
syn_c6e763095320e318,slice the calm,slice the calm,,to cause sudden disturbance in a peaceful situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Calm as peacefulness; slicing it is metaphor for sharp interruption.
syn_71b2920f2fca75c0,flip the ghost switch,flip the ghost switch,,to activate something hidden or secretively,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,Ghost switch suggests hidden control; flipping it evokes surreptitious action.
syn_a089bcfff42c84c7,drown the cookie jar,drown the cookie jar,,to ignore temptation or avoid easy pleasures,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Cookie jar as symbol of temptation; drowning it means resisting urges.
syn_48becf7a99387d01,snap up the skyline,snap up the skyline,,to seize a promising opportunity quickly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,none,general_english,Skyline representing broad opportunity; snapping up conveys fast grabbing.
syn_053467fd6f1a1227,shatter the loose leaf,shatter the loose leaf,,to disrupt incomplete or fragile plans,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Loose leaf implies something incomplete; shattering it describes ruining fragile situations.
syn_b3e1657306cc6857,tickle the neon sign,tickle the neon sign,,to attract attention in a flashy or playful way,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,Neon sign is attention catcher; tickling it suggests teasing or flashy allure.
syn_841beee5fcac3206,spill the shadow,spill the shadow,,to reveal a hidden truth or secret unintentionally,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Spilling implies accidental revealing; shadow suggests something hidden or secret.
syn_a82a68ae1eae3e4c,jump the kettle,jump the kettle,,to jump to conclusions quickly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,"Mixes kettle (as in 'pot calling') with jumping, implying immediate reaction."
syn_1a0bd49a5c62eb7d,catch the stray spark,catch the stray spark,,to grab a small chance of something exciting or new,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Stray spark is something small and unpredictable but with potential energy.
syn_dae85c0fbb3a8426,hug the paper elephant,hug the paper elephant,,to deal with a large but possibly insignificant problem,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Elephant in the room reimagined; paper signifies something big but possibly fragile or insignificant.
syn_44fd1c32aae1465e,drag the silk thread,drag the silk thread,,to pursue a delicate or subtle clue or hint,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Silk thread evokes fragile or fine connection being gently followed or used.
syn_9d3ea3e2218416cd,flip the autumn page,flip the autumn page,,to move on to a new phase or start fresh,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"Autumn page evokes change and transition, flipping it implies fresh start."
syn_93df7d0caedc6cea,pin the sunbeam,pin the sunbeam,,to focus fleeting attention or capture a brief opportunity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Sunbeam as ephemeral light; pinning it suggests effort to hold onto something transient.
syn_99222c7f8ab14623,nudge the daydream,nudge the daydream,,to bring unrealistic hopes back to pragmatism,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Nudging daydream suggests prompting someone to be more grounded or realistic.
syn_1b07b8c5e8c04b67,ride the lightning bolt,ride the lightning bolt,,to achieve sudden and striking success,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,"Evokes sudden power and success like a lightning strike, figurative and dynamic."
syn_edb8281e52abffaf,drown in the deep end,drown in the deep end,,to fail after taking on too big a challenge,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Sports metaphor turned idiom for being overwhelmed and failing.
syn_6f64e6e7ea3cf1f3,strike the iron while it's hot,strike the iron while it's hot,,to take advantage of a favorable opportunity promptly,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"Traditional metaphor from blacksmithing, widely understood but still idiomatic."
syn_7efef33891c5876f,dance on broken glass,dance on broken glass,,to succeed despite pain or difficulty,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,"Figurative expression showing grace in adversity, creative but natural."
syn_ef4c07953833eeef,catch the falling star,catch the falling star,,to seize a rare chance for success,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Culturally evokes luck and opportunity as a shooting star to grasp.
syn_cc7eeecb89841e85,swim with the tide,swim with the tide,,to succeed by aligning with popular opinion or prevailing trends,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Figurative phrase capturing success through conformity or timing.
syn_7cc73b4e74a113c2,break the landing,break the landing,,"to accomplish the final step successfully, especially under pressure",llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,informal,weak,general_english,"Borrowed from gymnastics, figurative for finishing well."
syn_16374d9a9c7b81c6,hold the winning hand,hold the winning hand,,to possess an advantage that ensures success,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,none,general_english,Card game metaphor for success leverage.
syn_a2aefa054018725b,tightrope the deadline,tightrope the deadline,,to barely succeed in finishing on time under pressure,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,general_english,Figurative mental image of balancing risk and success near deadline.
syn_9bc890c4839f0590,build castles in the sand,build castles in the sand,,to pursue dreams or plans likely to fail,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Visual metaphor for fragile success attempts.
syn_11b4a9dfdee3e98f,plant the victory flag,plant the victory flag,,to claim success decisively,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Alludes to symbolic act of victory marking territory or achievement.
syn_ff4b556cc1b88137,dodge the last bullet,dodge the last bullet,,to narrowly avoid failure or disaster,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Violence metaphor implying close escape from negative outcome.
syn_46bc0f64149b6dd4,blow the endgame,blow the endgame,,to fail at the final crucial moment,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,informal,medium,general_english,Gaming or sports metaphor for failing late in a critical phase.
syn_bbf5e21f75f395fd,catch lightning in a bottle,catch lightning in a bottle,,to succeed at something extremely difficult or unlikely,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Idiom for rare success with a vivid natural phenomenon image.
syn_760a040e134ebbb7,walk the wire,walk the wire,,to maintain balance in a risky situation to avoid failure,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Circus metaphor for precarious success.
syn_c88908a99bf2a569,hit the bull's eye,hit the bull's eye,,to succeed exactly at the intended goal,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Target metaphor symbolizing perfect success.
syn_ad655eb663dbbd83,crack the golden egg,crack the golden egg,,to unlock a profitable or successful opportunity,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,none,general_english,Figurative phrase derived from fable imagery representing valuable success.
syn_0f15c8db2711582e,strike gold,strike gold,,to discover or achieve great success unexpectedly,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Mining metaphor for finding valuable success.
syn_cf545dde95e68f10,burn the bridges behind,burn the bridges behind,,to cut off the possibility of turning back upon success or failure,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Variation expressing final commitment.
syn_2363f72797dd2ba6,chase the tail,chase the tail,,to fail by endlessly pursuing unproductive goals,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Animal metaphor of futile activity illustrating failure.
syn_f52b76ac29ee561e,shoot for the stars,shoot for the stars,,to attempt very ambitious success,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Popular figurative expression urging high aspirations.
syn_68331ddcd97a99e9,spread oneself too thin,spread oneself too thin,,to risk failure by overextending effort,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,none,general_english,Figurative metaphor for diluting success potential.
syn_3aeb67cd6d75c49b,open a can of worms,open a can of worms,,to cause unintended complications leading to failure,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Metaphor for starting problems that may cause failure.
syn_e039d0a58b9e5492,carry the day,carry the day,,to achieve ultimate success in competition or debate,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,Historical idiom meaning to win or prevail.
syn_55bea4de507236cb,hit the reset button,hit the reset button,,to start over after failure,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,neutral,none,online_global,Digital metaphor for fresh start after failure.
syn_f5573deeb1507df6,spin gold from straw,spin gold from straw,,to create success or value from poor or minimal resources,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Fairy tale derived metaphor for extraordinary success.
syn_497344cb0f91638b,break new ground,break new ground,,to do something innovative leading to success,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Agricultural metaphor for pioneering efforts or discoveries.
syn_272394a2157ab451,miss the boat,miss the boat,,to fail by missing an opportunity,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Common idiom for unfortunate failure to seize chances.
syn_f153d968a7ac1e7d,wave the red rag,wave the red rag,,to deliberately provoke someone into anger or conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,british,"Derived from bullfighting imagery, figurative for provoking aggression."
syn_0bfb286b6a2cce99,drop the gauntlet,drop the gauntlet,,to issue a challenge or provoke a confrontation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"From medieval challenge ritual, used idiomatically to mean provoking conflict."
syn_300549ce13205cf5,kick up a dust storm,kick up a dust storm,,to create a major fuss or conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,american,Metaphor from dust storms indicating turmoil or confusion during disputes.
syn_5d22e6439bd3cbc7,temper the torch,temper the torch,,to moderate an aggressive or confrontational attitude,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,"Figurative use of 'torch' as passion or anger, 'temper' meaning to lessen."
syn_672928efc1d6218e,rattle the cage,rattle the cage,,to deliberately annoy or provoke someone,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,american,"Imagery of agitating trapped animal, metaphor for provoking a person."
syn_46e93933c3c150d3,paint a target,paint a target,,to single someone out for attack or criticism,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,american,"Figurative of marking a target, implying inviting conflict or hostility."
syn_01c3b97490c3aa1c,climb the battlements,climb the battlements,,to take a defensive and confrontational stance,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,military,formal,none,general_english,"Medieval imagery of castle defense, used figuratively as preparing for fight."
syn_3330fc0819be462c,flick the flame,flick the flame,,to provoke or intensify someone's anger,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,american,Flame metaphor indicates growing anger or conflict when flicked or aggravated.
syn_5cddfd2422711421,fire the opening salvo,fire the opening salvo,,to initiate a conflict or attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,military,neutral,none,general_english,"Derived from artillery warfare, figurative for starting a conflict or debate."
syn_c0827c9672cc38f7,shake the lion's cage,shake the lion's cage,,to deliberately provoke a powerful adversary,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,british,Symbolically provoking danger by agitating a lion in captivity.
syn_6005cbecad0122eb,throw down the mask,throw down the mask,,to reveal a confrontational or aggressive true nature,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Imagery of removing a mask to reveal hostile intentions.
syn_0869e45b1d8ef60b,raise the battle flag,raise the battle flag,,to openly show readiness to fight or argue,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,military,formal,none,general_english,Symbolic action to declare conflict or war preparedness.
syn_a1d6988dd2595fd3,stick a thorn in the side,stick a thorn in the side,,to continually annoy or provoke someone,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Figurative expression with Biblical origins denoting persistent irritation or provocation.
syn_f398c287a24a540b,ruffle the feathers,ruffle the feathers,,to annoy or upset someone causing irritation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,british,Bird metaphor implying disturbance causing defensive reaction.
syn_0aee2c235475f7b2,bank on the bomb,bank on the bomb,,to rely on sudden aggressive action to resolve conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,military,informal,medium,american,Figurative for expecting to use force or extreme measures in dispute.
syn_11daefa50cf811ba,carry the big stick,carry the big stick,,to use the threat of force to influence others,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,politics,formal,none,american,"Derived from Theodore Roosevelt's foreign policy, figuratively means to maintain power through threat."
syn_83eb984480e0d5c8,swim against the current,swim against the current,,to resist prevailing opinion or confront opposition,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Metaphoric expression describing going against opposition or conflict.
