idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language,source_file,idiom_domain,idiom_register,slang_strength,regionality,generation_notes
syn_f9f387c26a713c9d,crawl over the jagged ridge,crawl over the jagged ridge,,navigate a difficult and dangerous conflict terrain,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_cc1159205135c108,throw the shattered stone,throw the shattered stone,,make a weak but spiteful attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_e33e1f65444aeb2b,hold the thorned blade,hold the thorned blade,,maintain a painful but effective defense or offense,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_8d97ad5a5764b36f,wade the iron mire,wade the iron mire,,struggle through a dense and harsh conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_fc3eb330c771a006,flip the venom coin,flip the venom coin,,take a risky gamble involving hostile consequences,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_22b39b6f3a5ac45b,crawl the cracking ice,crawl the cracking ice,,move cautiously in a fragile and hostile situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_d3fe5a748766430f,trail the bleeding thorn,trail the bleeding thorn,,follow a painful path that leads to further hurt,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_2799baf78f7d4726,tear the iron web,tear the iron web,,break through a strong but entangling obstacle,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_e47aee5b0a1fa9a3,slice the frozen veil,slice the frozen veil,,cut through cold or deceptive concealment,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_6583636a5f576a2a,snap the thorn chain,snap the thorn chain,,free oneself from painful constraints,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_12fae76403c85fd8,ride the jagged spear,ride the jagged spear,,engage actively in a risky and uncomfortable fight,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_a32065960fd4c74e,lick the iron thorn,lick the iron thorn,,accept enduring hardship imposed by a harsh situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_b10fb5841b837251,cast the shattered blade,cast the shattered blade,,give up attacking after failure or damaging setback,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_541fe4122d07c3c9,crawl the shattered thorn,crawl the shattered thorn,,endure painful and broken conflict carefully,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_58c9764349ae883a,lash the frozen fang,lash the frozen fang,,deal a cold and painful blow to an adversary,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_de3d3bd60c5f089f,stir the venom cauldron,stir the venom cauldron,,agitate a brewing hostile or toxic conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_44025d0d566e5685,bite the rattling thorn,bite the rattling thorn,,suffer pain from an irritating or noisy problem,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_ea2fb582ea0ffeff,raise the brittle shield,raise the brittle shield,,attempt defense knowing it may fail,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_eeac7bc5ba09f744,push the rusted thorn,push the rusted thorn,,provoke an old or neglected pain or conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_c36ab692a63ba4c3,split the iron crown,split the iron crown,,challenge or attempt to break a strong leadership,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_6afff28e3642b9b2,spin the venom wheel,spin the venom wheel,,randomly spread hostility or toxic environment,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_e239b98b597543a3,crawl beneath the iron web,crawl beneath the iron web,,move stealthily through a tightly controlled hostile situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_9e182790b0620efb,tear the rusted banner,tear the rusted banner,,destroy an old but still symbolic allegiance,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_565b2cf3cb73549a,throw the brittle spear,throw the brittle spear,,make a feeble and possibly self-damaging attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_5467ff2ab69ff6a6,step into the rattling cage,step into the rattling cage,,enter a noisy and confining conflict environment,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_d8e49e481f76c201,shake the spiked crown,shake the spiked crown,,challenge dangerous authority,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_3908f7bf26f4bfc4,wrest the brittle throne,wrest the brittle throne,,forcefully take unstable power through conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_b99b6f1ee8e8974d,crawl the glass barrier,crawl the glass barrier,,navigate through a fragile but rigid obstacle,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_0cb27833bf39bc2a,lash the thorny whip,lash the thorny whip,,administer painful discipline or criticism,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_e4786233f53dc086,throw the frozen stone,throw the frozen stone,,make a cold and heartless attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_c9d470849f4edc08,ride the rusty blade,ride the rusty blade,,take a risky and possibly ineffective offensive action,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_f0a39653976a4ce3,shake the spiked shield,shake the spiked shield,,challenge an aggressive defense,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_95020e40c7fbad51,clip the iron wings,clip the iron wings,,restrict a powerful adversary,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_d459717717e88269,spread the thorny veil,spread the thorny veil,,create painful concealment or deception,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_8eb61ae78b215ace,crawl the shattered ice,crawl the shattered ice,,proceed carefully on fragile and broken ground,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_b53f88ed8a7a362e,hold the rattling spear,hold the rattling spear,,maintain control in a noisy and aggressive conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_f34077f6d868006b,flick the iron thorn,flick the iron thorn,,"inflict a sudden, piercing pain or insult",llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_44982d7b27f5b386,crawl beneath the venom web,crawl beneath the venom web,,move cautiously through a poisonous or hostile network,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_37794b69cdb1324a,spin the rattling chain,spin the rattling chain,,engage actively in noisy or disruptive conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_5c9535c0afa8fa5d,lash the jagged whip,lash the jagged whip,,deliver a harsh and uneven punishment or criticism,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_eba8d8b8e51c0447,snap the spiked net,snap the spiked net,,break free from a painful trap,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_71413433d4352ffa,throw cold embers,throw cold embers,,aggravate a conflict subtly or unexpectedly,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_ab39d293950e2805,climb the brittle root,climb the brittle root,,attempt to build on a weak or fragile foundation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_96ea501e4eab2da3,step into the iron trap,step into the iron trap,,enter a strong and painful entrapment,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_0adb925b2bf62fee,wade through razor winds,wade through razor winds,,push through cutting hostility or criticism,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_415bccbb288401be,fold the iron leaf,fold the iron leaf,,withdraw from a harsh but delicate situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_3d9e942df7c7eca8,tear the frozen banner,tear the frozen banner,,destroy a cold and static symbol of conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_dd6fc5927742c8d3,lash the brittle thorn,lash the brittle thorn,,inflict pain by aggravating a fragile situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_5d5cce115154c824,throw the rusty fang,throw the rusty fang,,launch an attack with a worn or less effective weapon,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_796a8f8581129301,crawl the jagged thorn,crawl the jagged thorn,,proceed carefully through a painful and broken conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_331be030fb8ff2e5,ride the iron beast,ride the iron beast,,take control of a powerful and dangerous force,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_841f0932f07ef460,shake the shattered cage,shake the shattered cage,,challenge a broken but confining system,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_98e02daab3548767,flick the venom strike,flick the venom strike,,deliver a quick and poisonous attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_7afe4df45784e8a3,step on the brittle floor,step on the brittle floor,,risk collapsing a fragile situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_25fd1a4eb9ed1517,cast the thorn blade,cast the thorn blade,,throw a painful and sharp insult or attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_de813369b691279f,spin the frozen spear,spin the frozen spear,,consider a cold and calculated offensive move,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_b1662785fac2eb42,crawl beneath the rusted mesh,crawl beneath the rusted mesh,,navigate a degraded but still confining hostile environment,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_e28fb63c1194c832,lash the brittle shield,lash the brittle shield,,attack a weak defense,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_a9ae2001ebaeb1c4,snap the venom fang,snap the venom fang,,break a poisonous attack or argument,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_b5f93eb452f50356,wade the thorn mire,wade the thorn mire,,move through a complicated and painful situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_0f2f5796222905e0,catch the rattling barbed wire,catch the rattling barbed wire,,get entangled in a noisy and painful conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_1c086821ec095343,fold the shattered banner,fold the shattered banner,,give up on a broken or failed cause,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_8414bfabbd94f166,climb the prickly thorn,climb the prickly thorn,,face a challenging and painful problem head on,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_654b40a96342bc1e,throw the broken blade,throw the broken blade,,make a last-ditch but ineffective attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_1da6b45336cc1385,shake the iron vine,shake the iron vine,,challenge a strong but entwining obstacle,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_24a60a850bfef5f1,burn the brittle crown,burn the brittle crown,,destroy unstable authority hastily,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_94cb5e2a5b102139,lash the rattling cage,lash the rattling cage,,intensify disturbances within a confined group or system,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_31f1695164726ad7,crawl the iron field,crawl the iron field,,navigate a harsh and unforgiving environment,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_ba4f19195183d0c4,break the shadow fang,break the shadow fang,,defeat a hidden threat,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_720cd31b212cf7bb,throw the thorn dart,throw the thorn dart,,launch a sharp and unexpected attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_29ec80b2e2e86b53,wade the rattling mire,wade the rattling mire,,struggle through a noisy and difficult conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_8a08b922838f7f43,spin the jagged web,spin the jagged web,,create a complex and painful trap,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_dfd75a346615cbc8,crawl beneath the rattling thorn,crawl beneath the rattling thorn,,move cautiously under aggressive but unstable threats,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_be61636c0faaf6ed,hold the sharp fang,hold the sharp fang,,maintain power through dangerous means,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_c3580a90c3504120,tear the rattling shield,tear the rattling shield,,break apart a noisy but weak defense,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_3138f9d5e546ad8b,light the bitter pyre,light the bitter pyre,,start a destructive conflict marked by bitterness,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_4f18943a21b9a775,fold the rattling net,fold the rattling net,,withdraw from a chaotic and confining situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_3077204431597640,crawl over the jagged glass,crawl over the jagged glass,,advance carefully through a hostile and painful conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_4855c024b8000835,clutch the iron thorn,clutch the iron thorn,,hold onto a painful but necessary position,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_edb3a8a020b7692f,throw the broken chain,throw the broken chain,,spread disunity or break bonds affecting conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_fe8dced6c06bc886,lash the venom whip,lash the venom whip,,deliver a cruel and stinging attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_5aac01ff2b8e5f52,ride the shattered thorn,ride the shattered thorn,,endure or provoke a painful broken conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_05fc7b100f822805,break the jagged crown,break the jagged crown,,depose a jagged or painful authority,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_84c119129cc6293b,shatter the frozen shield,shatter the frozen shield,,break through cold and strong defense,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_a6bb85cd90223e3c,crawl the iron cage,crawl the iron cage,,move carefully within a harsh confining environment,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_65e0846a4a6abdb9,wrest the shattered throne,wrest the shattered throne,,forcefully claim a weakened power position through conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_3ed2270dba6864fe,lash the frozen thorn,lash the frozen thorn,,attack a cold and painful issue,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_ffee763e77cc3cd8,fold the iron web,fold the iron web,,withdraw from a strong and entangling situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_7a4dd6431fe4b4f1,throw the venom spear,throw the venom spear,,launch a toxic and piercing attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_5620ed3c10c16b48,catch the brittle fang,catch the brittle fang,,receive an attack from a weak but painful source,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_d26efc85fac5b965,shake the thorned cage,shake the thorned cage,,disturb a confined and painful situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_56167bfdbca45f15,spin the jagged spear,spin the jagged spear,,prepare a rough and sharp attack,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_b763fa23ed6332a3,crawl through the sharp mire,crawl through the sharp mire,,go carefully through a hostile and difficult environment,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_935e5f7137a8da33,throw the brittle arrow,throw the brittle arrow,,make a weak offensive attempt,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_b15292ba58559e08,clutch the frozen fang,clutch the frozen fang,,hold tightly to a cold and painful problem,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_dc4797bde57801c6,lash the iron thorn,lash the iron thorn,,"attack or emphasize a painful, tough issue",llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
syn_19775e2801b8a842,crawl beneath the shattered web,crawl beneath the shattered web,,navigate carefully through a broken complex conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_04.csv,,,,,
