idiom_id,example,idiom_canonical_meaning,source,record_origin,license_source,example_language,meaning_language,meaning_arabic_language
idiomx_001769,"""[T]hou art a living passenger upon this earth, and must look out for thyself. Help yourself! Nobody forwards thee to thy destination; and we Germans have a proverb that comes near it in meaning: 'Each one must carry his own hide to market.'""","To create one's own fate, as a result of one's chosen character and actions; to experience the appropriate consequences of one's behavior.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005779,"The government responds to such news with its usual ludicrous evasions: “I don’t deny there are costs to a decision like Brexit,” said Jeremy Hunt in November, “but there are also opportunities, and you have to see it in the round.”",In full detail; from all angles.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008407,Four men who helped Jeff and Chris George run their lucrative pill mills received sentences ranging from 9 months to 14 years today in federal court.,A clandestine operation where a medical worker illicitly offers prescription medication to patients in exchange for bribes.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000084,The legislature can’t fight corruption when the politicians are Exhibit A.,"The foremost example, often with a negative connotation.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010752,,"(For a new batsman, with help from the umpire) to mark a point on the popping crease in front of his wicket so that he knows where it is behind him; to guard.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011979,"This last mentioned consideration involves the concept in Community law (derived principally from German law) called ""proportionality"". In plain English it means ""You must not use a steam hammer to crack a nut, if a nutcracker would do.""",To use disproportionate or significantly excessive force to carry out an action; to do something overzealously.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007061,,"Deliciously soft and creamy, creating a melting sensation when eaten, and therefore needing little chewing.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010663,"A letter arrived from then Cardinal Joseph Ratzinger, the Vatican's enforcer of the faith, instructing him to behave as a Roman Catholic politician and vote No. . . . And, of course, Mr. Koopmans voted Yes on the legislation. . . . A swing and a miss for Cardinal Ratzinger, now Pope Benedict XVI.",A sincere but unsuccessful attempt.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009944,[T]he ships of the English navy were left with skeleton crews of the most wretched kind and description.,"A crew consisting of the minimum number of personnel needed to maintain and operate the basic functions of something, such as a business, a factory, or a ship.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002413,"By the way, joining Ronan in the move from ""10 worst"" to the clout list is his on-and-off nemesis, House Speaker Michael Madigan (D-Chicago).","A usually secret list containing the names of people who are to be given special access, benefits, or influence in a political or social situation, especially as a result of having personal, professional, or financial relationships with those in authority.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001238,"God say spoil the apple, rot the apple, beat the child,"" some shit like that. Uh-huh, which mean beat your ass.",To thrash someone.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008293,You needn't pay heed to his antics.,To give attention; to heed.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011456,"Rowena sacrificed her inclination to remain single, to her sense of duty; and contracted a second matrimonial engagement. […] Cardinal Pandulfo tied the knot for them.","To marry, wed, get married.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000430,"Because Irvine asserts that the earlier case law interpreting section 2280 was incorporated into Probate Code section 15401, but offers inconsistent interpretations of the law, it has become a Rorschach test for the parties.",Something which reveals the intent or belief of a person.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002907,,That which definitively spells the end of something.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006026,Happy Days infamously jumped the shark when Fonzie literally jumped a shark on water skis. I Love Lucy jumped the shark when Lucy and Ricky moved to the suburbs. The Brady Bunch jumped the shark when Cousin Oliver moved in.,"Of television program or other narrative, to undergo a storyline development which heralds a fundamental and generally disappointing change in direction.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011746,I have a hard time tuning out a television that is on.,To stop paying attention to; to ignore; to zone out.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005492,,"A phrase said to introduce advice, i.e. to express what one would do in the interlocutor's situation.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008043,the court's decision today opens the door to future partisan manipulations,To allow access or facilitate.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012082,Early protectionists tried to wall off the country from foreign trade.,To isolate completely.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005362,Can we quit horsing around and get some work done?,To engage in horseplay.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003014,"I have written extensively about this elsewhere, but in this context it is noteworthy that yet again, conspiracy theories abound regarding the government hiding information about these videos, especially since they were filmed by the US military, who admitted they are “real.” That word is doing a lot of work here. When people hear “real,” their brains autocorrect to “aliens” or “Russian/Chinese assets” threatening our country, while the government simply meant that the videos themselves are genuine, not fakes or hoaxes.",To be an understatement.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004111,Do you believe him? I think he's full of it.,Minced oath of full of shit.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000294,,Indicates that the speaker is confounded by something.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010006,"Judge Hart rejected prosecution claims there were systemic failings, saying the failure to implement options was because they ""slipped through the cracks"".",To escape notice or lack sufficient attention.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003614,,"To experience a strong reaction of surprise, shock or disbelief.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005962,"I know the gift he gave you for your wedding is not worth much, but I hope you'll understand it's the thought that counts.","When giving someone a present or doing a favour for someone, the kindness behind the act is more important than any other consideration.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004563,Washboards went the way of the dinosaurs when washing machines became commonplace.,To go extinct or become obsolete; to fall out of common use or practice; to become a thing of the past.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006235,"""These cookies are my favorite! Can I have some?"" ""Sure, knock yourself out."" (i.e., have as many as you want)",To go ahead; to do as one pleases; to enjoy oneself; to endeavor very hard at a task.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006518,,Expresses the notion that an event in the real world was inspired by a creative work.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007753,The paternal longing ran on all fours with her own desire.,In a manner which is similar in nature or effect to something else; consistent.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011819,"Oh, I can't talk right now, Duke. I'm in the twilight zone.","A region in which surreal, supernatural, or fantastic events occur.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009446,,"to preserve someone's pride, especially as defined by customary social settings.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011049,"I'll admit, I like how you kick it / Now you're talkin' baby, that's the ticket",That's just right; that's just what is needed.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011187,"""I don't plan on selling my Nuclear shares,"" replied Lillis. ""But I've been on Wall Street for fifty years, and if there's one thing I learned, it's that at the right price I'd sell the shirt off my back.""",Everything currently in the possession of a person.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001414,"At the annual livestock convention in Toronto's Royal York Hotel last week, the big talk was about Holsteins.",Major topic of conversation; current gossip.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011546,I watched as the guy in charge did nothing and the whole place went to hell in a handbasket.,To go to a bad state of affairs quickly.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006250,"He's still new to their system, but he knows databases inside and out and will understand the rest soon.",To know (something or someone) very thoroughly.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009003,,To make someone feel in a better mood,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008080,"There was no furniture in the abandoned house, other than a broken bedstead.","Except, besides.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000968,"At that Time, his Lordship took his Brother into his Family, and a Coach and Servants aſſign'd him out of his Equipages; and all at Rack and Manger, requiring only 200 l. a Year",plentifully and at another's expense.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008861,,To dine with someone.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005495,,Used before stating something that the speaker believes to be correct,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006822,,To walk in a unstable manner due to being intoxicated.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001563,"If this gas ignites, it'll blow you to kingdom come, you venal viper!",To totally destroy (something); to annihilate or wipe out (something).,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009046,Do you think I can tell you what they think? I can't read minds!,To read people's minds (in general).,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008137,"A second special was out of the question, as the ordinary local service was already somewhat deranged by the first.",Not remotely possible.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004537,,Of a car or its engine: to perform either very well or not at all.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003119,,"A stereotypical statement from a hiring organization to a potential candidate, suggesting that the candidate will not be hired.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009644,"Considerable excitement was caused on the L.M.S.R. Aberdeen line out of Perth recently when a shunting engine in Perth North goods yard, whose driver and fireman were absent, was accidentally set in motion by a shunter and set off unattended on to the main line.",To trigger movement or progress; to get going.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005114,"When a federal statute applies on its face to both private and state actors, a commandeering argument is a heavy lift—and petitioners have not pulled it off.","A requirement that requires a lot of work to satisfy; high bar, tall order.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009743,"If our boss finds out we did this and didn't tell him, he's gonna shit a brick.","To react strongly or excessively, especially in anger, fear, or astonishment.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007646,"He reached into his pocket and pulled out, of all things, an ice cream cone.",Surprisingly.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009620,The group decided to send the unpopular members to Coventry.,"To ostracize, or systematically ignore someone.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005971,,A pianist,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004606,,to disappear; to go missing,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004451,"They'll put you in the movies, you'll have your video And if you're young and sexy, you'll be rollin' in the dough You'll sell a million records, so that must mean you're good Move on over, Ernest Tubb, Nashville's gone Hollywood","To adapt one's lifestyle in order to pursue fame; especially, to debase oneself by adopting decadent culture.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002715,"Moreover, acknowledgements got crowded out of last month's article, so that a double list has to be printed this month, and one of the longest on record.",To force to leave by crowding; to push out or away through strength of numbers.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003959,"The invitation for the next evening was accepted, and Cecilia, for once, felt no repugnance to joining the company.","For the first time, after many instances to the contrary; in a rare exception to the rule; as an exception to the usual.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009585,Sustainable hunting and fishing cares as much for its seed stock as for catch or haul.,"Any source of new (notably young) individuals, especially those used for breeding",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005698,"After being found guilty of animal abuse, her reputation was in ruins.","Of a person, attribute, relationship, etc., totally damaged or spoiled.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002125,,To attempt a large number and variety of options.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005707,"In her eyes, there's nothing wrong with a cloud of cannabis smoke on a busy public beach.",According to someone's subjective point of view.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009907,He can't wait to sink his teeth into the new project.,To become enthusiastically involved in.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009187,"Even when you have the right of way, you must take action to avoid a collision if another boat fails to give way.","The right to proceed first in traffic, on land, on water or in the air. Also in metaphorical senses.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008700,"“As a rule, whistleblowing is an act of professional suicide,” said Tom Devine, legal director of the Government Accountability Project that defends whistleblowers. The threat of retaliation “exponentially increases when Trump calls you a spy.”",An action by a person that is expected to ruin their own career.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010412,They'll have to step on it to finish the paper tonight.,To act quickly.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012393,,Used to ask where the person lives.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004961,"Thanks for coming in. Please, have a seat.",A polite directive to sit down,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010257,,To completely fail in one's attempt,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006746,,To become irrational; lose one's mind or sense of reason.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007081,"'Cause you could be the one that I love, oh, oh, oh / I could be the one that you dream of, of, of / A message in a bottle is all I can do-oo / Standin' here, hopin' it gets to you","An analogous message sent off into the world or universe without knowledge of who the recipient will be: plaques on craft launched into outer space, interstellar radio messages, stationary time capsules, balloon mail, and so on.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004401,"I am sorry for your husband and children, but I have to give you the boot.","To fire, sack, or eject someone.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007459,"If he wants to make a mess in his own room, it's no skin off my back.",No harm to one.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001706,"Look, I hate to break it to you, but Tim doesn't want anything to do with you anymore.",To deliver unfortunate or upsetting news to someone.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010445,"When I came to the cold lunch and fried breakfast poor Evans' face fell; he evidently doesn't much believe in the virtue of food, unless it is in the form of a hoosh and has some chance of sticking to one's ribs.","To be filling, especially due to having a heavy meaty or glutinous consistency.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008890,,To kick a fallen opponent.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012509,"The matter of this Duty, is ſomething of theſe worldly Goods which God hath given us, are juſtly our own, and which we may ſpare, though never ſo little, if but the poor Widow's mite: for God requires our Charity according to our portion, we must give willingly and plentifully.","A very small gift or donation which, however, represents a great sacrifice on the part of the giver.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004171,"""How many times do I have to tell you that this relationship is over? Get a clue!"", she said after her ex-boyfriend asked her again to get back together.","To become aware of the obvious reality of a situation, often used as a command to indicate frustration",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010860,The press speculated about whether he would take the stand and testify in his defense.,To testify as a witness in a trial.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003618,"Look sharp, and try not to seem like you just fell off the turnip truck.","To be naive, uninformed, or unsophisticated, in the manner of a rustic person.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007627,He was a marked man; it would be like strapping a target to his chest and crossing a rifle range. This is nuttier than squirrel shit.,Very nutty; crazy.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008831,But there remain two problems to resolve before the plan can be put into practice.,To make (something) a practical reality.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005611,,moving along the same path,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001122,,"An event where patrons are enticed to buy entry tickets into some venue, for example a movie theater, with the anticipation that they will be entered into a drawing to win an amount of money if their ticket is drawn and they are on-site at the time of the winning.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007717,Old habits die hard. The stronger beverage of English ale had been so long in use that the old folks could not be induced to relinquish it for a foreign herb.,Established habits are difficult to change.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000114,,Someone irresistible to men: someone whom all men find attractive; (often) someone ironically described as such.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006852,An explosion! All’s over—I have nothing to do but to make a run for it.,To attempt to escape; to flee; to run away.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001347,"A rubber consists of the best of three games, unless one side wins the first two games.",The attainment of a majority of wins in (an odd-numbered series of games).,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006342,"City held firm and even threatened to retake the lead when Adam Johnson tested De Gea, but it was United who laid down the marker for the forthcoming Premier League campaign, beginning the defence of their title by collecting more silverware.",To set the standard.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001721,,To act so as to end a repeating pattern of harmful or otherwise negative behavior.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004554,"Industry watchers note that high prices and record revenues likely mean the sector is headed for strong profits, despite its challenges. / “Prices have gone snake. If you think about it, the tariffs have been a constant over the whole thing. […]” observed James Beck, a forestry professor at the University of Alberta.",To act in an erratic or unrestrained manner.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003329,Television has really dumbed down over the past ten years.,To become simpler in expression or content; to become unacceptably simplistic.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003116,"""Maybe I'm the guy not to be. Maybe that's my value to this team ... Don't be that guy.","Used to caution someone against behavior seen as obnoxious, inconsiderate, or socially inappropriate.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010838,"In survival, clean water takes the front seat.",to take priority,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012433,"[T]hey are expending more and more effort on trying to get right something that cannot, and should not, be done in the first place. […] Endless exhortations to ""do it better"" are, to put it politely, whistling in the wind.",To attempt something that is futile; to say something that is not heeded.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001770,"The cost of doing nothing, in The Economist, http://www.economist.com/news/united-states/21605936-scorched-farms-flooded-homes-and-lower-productivity-cost-doing-nothing The heat has brought American business out in a rash.",To rile someone up.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008294,"The pattern of services over these lines today still pays homage to their history, which derived in considerable measure from the L.B.S.C.R.'s efforts to prevent infringement of its monopoly at Brighton and Eastbourne.","to show honor or respect to; to honor; to do, make or pay obeisance to",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011406,,to make one’s voice appear to come from somewhere else,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010702,He really took a gamble when he left his job to become a writer. But it paid off in the end.,To try something risky.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000625,"The phrase ""all bark, no bite"" could have been coined for our mutts; couple of wimps, those two.",Aggressive but never combative.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005612,,Within close proximity.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007069,,"Words written by a mysterious hand on the wall of Belshazzar's palace, and interpreted by Daniel as predicting the doom of the king and his dynasty.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011225,,A subject that is highly contentious; an area of conflict.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007160,"""Listen, Mikey,"" she said, ""when somebody tries to bully you, just punch him on the end of the nose the way you did old Panfilo. […] [Y]ou be just as mean as you want to be and at least give him his money's worth.","Recompense or just deserts, especially as resulting from dealing with a perceived injury or injustice.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009256,"No one really knows which companies and technologies will come out ahead, so everyone is rolling the dice.","To take a chance, particularly a risky attempt.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002656,,"A sex position in which the man lies on his back, and the woman sits on top of him facing him.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009364,"Near-synonyms: run on fumes, run out of steam",To be losing enthusiasm or willingness; to lack motivation.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008249,,"A distinctive slogan, chant or exclamation associated with a political party, movement or social group.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007441,,"On a traffic sign, indicates that parking a vehicle is not allowed within the area of influence of the sign.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011332,"Wait. Let this moment be remembered. For on this day, we three -- Kor, Dahar Master of the Klingons, Jadzia Dax, a joined Trill of seven lives, and Worf, son of Mogh and thorn in Gowron's side -- together stepped forth into the eye of destiny.",A persistent annoyance.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005273,Hold hard: here come the sheep.,To stop suddenly and remain still.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011859,"Remember the eastern leg of HS2 being lopped back to the East Midlands? To this Yorkshireman, this was a tragedy. It removed the umbilical cord designed to connect and bind together the modern advanced manufacturing corridor of England (West Midlands-East Midlands-the reborn Sheffield-Leeds-Teesside-Tyneside), helping it to be capable of competing internationally through the synergy of skills and skilled people.","An overdependence on or overattachment to support, especially from one's parents or guardians.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010855,,"To be blamed or punished for something, especially for the wrongful actions of another; to willingly allow oneself to be so blamed or punished.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001596,,"An expression of disappointment, disapproval, or frustration; the hell with it; forget it",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006437,"It is probably safe to say that each year thousands of workers are victims of what might be called the “let a thousand flowers bloom” maneuver, formulated by Mao Tse-tung when he controlled the world's most populous country.",One should not interfere with promising developments in their early stages.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003121,"My mother never baked cookies when we were growing up. She didn’t buy them either. Dad was a diabetic and we were supposed to be on diets. But when no one was home, one could always sneak upstairs to Mama Hinda and Papa Harry’s apartment. They weren’t diabetic and they didn’t diet either, so don’t cry for me, Argentina.",Used to express that the speaker does not need sympathy or compassion.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011982,,To use one's head; to think.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002752,,"To achieve an impossible goal or to attain the ultimate triumph over a seemingly insurmountable, multifaceted, and deeply entrenched problem.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005925,,"Although it seems problematic now, it will ultimately succeed.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011296,,To utter one's thoughts.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007372,"It has required much British resolution to overcome the night-fear of going out into the unhallowed ground of matter-of-fact, where the farthest earlier excursions of the governmental agencies had taken them no farther than such financial transactions as are incident to the accomplishment of anything whatever in a commercial nation.",A fear or terror that one typically has at night.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001324,"Commenting on his bachelorhood in a debate on marital ethics was a bit below the belt, don't you think?",Unfair; dirty; not according to the generally accepted rules.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004016,"“Of what profession is Mr. Archer?” “Of the Corporation of the Goosequill—of the Press, my boy,” said Warrington; “of the fourth estate.”",Journalism or journalists considered as a group; the press.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006731,"Even then, she defended everything she had sought to achieve, saying she had “the right policies at the wrong time”. “That’s when I thought ‘she’s totally lost it’,” said a former aide.",To lose control of a situation.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009590,Grenville seized the opportunity to declaim on the repeal of the stamp act.,To immediately seize a particular opportunity.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006120,Then there was a pause. Our new acquaintance had become involved in a vexatious difficulty with his pipe. . . . To keep the ball rolling I asked Marlow if this Powell was remarkable in any way.,To continue an action indicated in the context; to sustain a process.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002151,Jayda goes at it with Teanna Trump and Lil Baby catches a stray.,To be unexpectedly and casually insulted in a seemingly unrelated discussion or argument.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002056,I can't help crying whenever I see Romeo and Juliet.,"To be unable to avoid a situation, or stop something from happening.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000103,,"Expresses the idea that truth is in the details; therefore, the more details someone provides, the more likely they are to be telling the truth.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012449,,"Conquest or Pestilence, one of the Four Horsemen of the Apocalypse.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003680,,A situation in which something is always either extremely abundant or in extremely short supply.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002964,His ambitious plan to build a flying car died on the vine.,"To fail at an early stage or never come to fruition, typically due to neglect, infeasibility, or lack of resources.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003266,,To force to leave or go away.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
